id,raw_id,japanese,hiragana,chinese,level,pos,example_1,gloss_1,example_2,gloss_2,example_3,gloss_3,is_delisted
11805,N1_1805,格別,かくべつ,特別，格外,N1,副*ナ形,今日[きょう]の暑[あつ]さは格別[かくべつ]だ。,今天特别热。,格別[かくべつ]な配慮[はいりょ]。,特别的关照。,格別[かくべつ]の味[あじ]わい。,格外的风味。,false
11806,N1_1806,確立,かくりつ,确立,N1,名*他動3,国際[こくさい]市場[しじょう]での地位[ちい]を確立[かくりつ]した。,确立了在国际市场上的地位。,自己[じこ]のスタイルを確立[かくりつ]する。,确立自己的风格。,信頼[しんらい]関係[かんけい]を確立[かくりつ]する。,确立信赖关系。,false
11807,N1_1807,隠れ家,かくれが,隐居之处；隐匿处,N1,名,容疑者[ようぎしゃ]の隠[かく]れ家[が]を発見[はっけん]した。,发现了嫌犯的藏身之处。,山奥[やまおく]に隠[かく]れ家[が]を持[も]つ。,在深山里有隐居处。,都会[とかい]の隠[かく]れ家[が]的[てき]な店[みせ]。,城市中隐蔽的店铺。,false
11808,N1_1808,掛け～,かけ～,赊,N1,接頭,掛[か]け売[う]り,赊账,掛[か]け買[が]い,赊买,飲[の]み代[しろ]を掛[か]けにする。,赊酒钱。,false
11809,N1_1809,駆け足,かけあし,快跑,N1,名*自動3,春[はる]が駆[か]け足[あし]でやってきた。,春天很快地来临了。,廊下[ろうか]を駆[か]け足[あし]で進[すす]む。,在走廊里快跑。,駆[か]け足[あし]で説明[せつめい]する。,快速说明。,false
11810,N1_1810,架け橋,かけはし,桥梁,N1,名,両国[りょうこく]の文化[ぶんか]交流[こうりゅう]の架[か]け橋[はし]となる。,成为两国文化交流的桥梁。,虹[にじ]の架[か]け橋[はし]。,彩虹桥。,心[こころ]の架[か]け橋[はし]。,心灵的桥梁。,false
11811,N1_1811,賭ける,かける,赌博；冒危险做，豁上,N1,他動2,命[いのち]を賭[か]けて頑張[がんば]る。,豁出性命去努力。,金[かね]を賭[か]ける。,赌钱。,全財産[ぜんざいさん]を賭[か]ける。,赌上全部财产。,false
11812,N1_1812,託ける,かこつける,找借口,N1,自動2,病気[びょうき]にかこつけて欠席[けっせき]する。,以生病为借口缺席。,仕事[しごと]にかこつけて遊[あそ]びに行[い]く。,借口工作去玩。,祝[いわ]いにかこつけて飲[の]み会[かい]を開[ひら]く。,借口庆祝开酒会。,false
11813,N1_1813,嵩張る,かさばる,体积大,N1,自動1,荷物[にもつ]が嵩張[かさば]る。,行李占地方。,冬服[ふゆふく]は嵩張[かさば]る。,冬服占地方。,嵩張[かさば]る粗大[そだい]ごみ。,占体积的大件垃圾。,false
11814,N1_1814,嵩む,かさむ,（体积）増大；（费用）增多,N1,自動1,出費[しゅっぴ]が嵩[かさ]む。,费用增多。,借金[しゃっきん]が嵩[かさ]む。,债务堆积。,水[みず]が嵩[かさ]む。,水量增加。,false
11815,N1_1815,姦しい,かしましい,吵闹的，嘈杂的,N1,イ形,女[おんな]三人[さんにん]寄[よ]ればかしましい。,三个女人ー台戏。,蝉[せみ]の声[こえ]が姦[かしま]しい。,蝉声噪杂。,姦[かしま]しい笑[わら]い声[ごえ]。,吵闹的笑声。,false
11816,N1_1816,頭,かしら,头目，首领；第ー，最初,N1,名,頭文字[かしらもじ],打头的字母,お頭[かしら],头目。,右[みぎ]へ頭[かしら]。,向右看齐。,false
11817,N1_1817,幽か/微か,かすか,模糊；略微,N1,ナ形,かすかに聞[き]こえる虫[むし]の鳴[な]き声[ごえ],微微听到的虫子的叫声,かすかな記憶[きおく]をたどる。,追寻模糊的记忆。,かすかな希望[きぼう]を抱[いだ]く。,怀着一丝希望。,false
11818,N1_1818,仮説,かせつ,假说,N1,名,仮説[かせつ]を立[た]てる。,假设。,仮説[かせつ]を実証[じっしょう]する。,论证假说。,大胆[だいたん]な仮説[かせつ]。,大胆的假设。,false
11819,N1_1819,頑な,かたくな,顽固，固执,N1,ナ形,頑[かたく]なな態度[たいど],固执的态度,頑[かたく]なに拒否[きょひ]する。,顽固地拒绝。,心[こころ]を頑[かたく]なにする。,封闭心灵。,false
11820,N1_1820,傍ら,かたわら,旁边；一边 ··· 一边 ···,N1,名,仕事[しごと]の傍[かたわ]ら、日本語[にほんご]を勉強[べんきょう]している。,边工作，边学日语。,道[みち]の傍[かたわ]らに地蔵[じぞう]がある。,路边有地藏像。,彼[かれ]は小説[しょうせつ]を書[か]く傍[かたわ]ら、翻訳[ほんやく]もしている。,他一边写小说，一边做翻译。,false
11821,N1_1821,画期的,かっきてき,划时期的,N1,ナ形,画期的[かっきてき]な発明[はつめい],具有划时代意义的发明,画期的[かっきてき]なアイデア。,划时代的想法。,画期的[かっきてき]な発見[はっけん]。,划时代的发现。,false
11822,N1_1822,がっくり,がっくり,突然无力的弯曲貌；失望，颓丧,N1,副*自動3,試合[しあい]に負[ま]けてがっくりした。,比赛输了感到很失望。,がっくりと膝[ひざ]をつく。,颓丧地跪下。,がっくりと首[くび]を垂[た]れる。,无力地垂下头。,false
11823,N1_1823,がっしり,がっしり,结实，健壮,N1,副*自動3,がっしりした体格[たいかく],健壮的体格,がっしりと組[く]む。,紧紧地组合。,がっしりした建物[たてもの]。,坚固的建筑物。,false
11824,N1_1824,合致,がっち,合乎，符合,N1,名*自動3,二人[ふたり]の見解[けんかい]が合致[がっち]する。,两个人的看法ー致。,目的[もくてき]に合致[がっち]する。,符合目的。,利益[りえき]が合致[がっち]する。,利益一致。,false
11825,N1_1825,がっちり,がっちり,结实，坚固；精明,N1,副*自動3,がっちりとした体[からだ]つき,结实的身体,がっちり儲[もう]ける。,精明地赚钱。,手[て]をがっちりと握[にぎ]る。,紧紧握手。,false
11826,N1_1826,かつて,かつて,曾经，过去,N1,副,かつて奈良[なら]に住[す]んでいた,曾经住在奈良。,かつてない賑[にぎ]わい。,前所未有的热闹。,かつての同僚[どうりょう]。,过去的同事。,false
11827,N1_1827,かつてない,かつてない,未曾有过的,N1,イ形,いまだかつてない好況[こうきょう]。,至今未曾有过的繁荣景象。,かつてない規模[きぼ]。,前所未有的规模。,かつてない危機[きき]。,前所未有的危机。,false
11828,N1_1828,合併,がっぺい,合并,N1,名*自他動3,企業[きぎょう]の合併[がっぺい],企业合并,市町村[しちょうそん]が合併[がっぺい]する。,市町村合并。,銀行[ぎんこう]が合併[がっぺい]する。,银行合并。,false
11829,N1_1829,カテゴリー,カテゴリー,范畴，种类,N1,名,カテゴリーが異[こと]なる。,种类不同。,新[あたら]しいカテゴリーに分類[ぶんるい]する。,分类到新的范畴。,別[べつ]のカテゴリー。,别的种类。,false
11830,N1_1830,叶う,かなう,实现，达到,N1,自動1,願[ねが]いが叶[かな]う。,愿望实现。,夢[ゆめ]が叶[かな]う。,梦想成真。,条件[じょうけん]に叶[かな]う。,符合条件。,false
11831,N1_1831,適わない/叶わない/敵わない,かなわない,不能实现；受不了，经不起,N1,イ形,勉強[べんきょう]がこうきつくてはかなわない。,学习这么紧，真吃不消。,暑[あつ]くてかなわない。,热得受不了。,彼[かれ]のわがままにはかなわない。,受不了他的任性。,false
11832,N1_1832,兼ね備える,かねそなえる,兼备,N1,他動2,美貌[びぼう]と知性[ちせい]を兼[か]ね備[そな]えた女性[じょせい],兼备美貌与知性的女性,実力[じつりょく]と人気[にんき]を兼[か]ね備[そな]える。,兼备实力和人气。,優[やさ]しさと厳[きび]しさを兼[か]ね備[そな]える。,兼备温柔与严厉。,false
11833,N1_1833,かねて,かねて,老早；早先,N1,副,お名前[なまえ]はかねてから伺[うかが]っております。,久仰大名。,かねて計画[けいかく]していた旅行[りょこう]。,早先计划的旅行。,かねてからの念願[ねんがん]。,夙愿。,false
11834,N1_1834,過敏,かびん,过敏，过于敏感,N1,名*ナ形,過敏[かびん]に反応[はんのう]する。,反应过于敏感。,神経[しんけい]過敏[かびん]になる。,变得神经质。,光[ひかり]に過敏[かびん]な肌[はだ]。,对光过敏的皮肤。,false
11835,N1_1835,～気触れ,～かぶれ,受～強烈影响,N1,接尾,西洋[せいよう]気触[かぶ]れの人[ひと],假洋鬼子,アメリカ気触[かぶ]れ。,崇美。,流行[りゅうこう]気触[かぶ]れ。,受流行影响。,false
11836,N1_1836,気触れる,かぶれる,皮肤红肿；沾染坏习惯，受影响,N1,自動2,悪[わる]い思想[しそう]に気触[かぶ]れる。,受了坏思想。,漆[うるし]に気触[かぶ]れる。,漆中毒（皮肤红肿）。,洋風[ようふう]に気触[かぶ]れる。,沾染洋风。,false
11837,N1_1837,過保護,かほご,过度的保护,N1,名,子[こ]どもが過保護[かほご]に育[そだ]てられる。,孩子在过度保护下成长。,過保護[かほご]な親[おや]。,过度保护孩子的父母。,過保護[かほご]にする。,过度保护。,false
11838,N1_1838,構え,かまえ,姿势，架势；构造，外观,N1,名,今[いま]にも走[はし]り出[だ]す構[かま]えで待[ま]っている。,眼看就要跑的架势在等着（发令枪响）。,堂々[どうどう]たる構[かま]えの家[いえ],造得很气派的房子。,店[みせ]の構[かま]えが立派[りっぱ]だ。,店铺外观气派。,false
11839,N1_1839,加味,かみ,加佐料；采纳,N1,名*他動3,みんなの意見[いけん]を加味[かみ]する。,采纳大家的意见。,独自[どくじ]の要素[ようそ]を加味[かみ]する。,加入独特要素。,調味料[ちょうみりょう]を加味[かみ]する。,加佐料。,false
11840,N1_1840,醸し出す,かもしだす,造成，酿成，营造,N1,他動1,楽[たの]しい雰囲気[ふんいき]を醸[かも]し出[だ]す。,营造出快乐的氛围。,独特[どくとく]の味[あじ]を醸[かも]し出[だ]す。,酿造出独特的味道。,怪[あや]しい魅力[みりょく]を醸[かも]し出[だ]す。,散发出妖异的魅力。,false
11841,N1_1841,絡む,からむ,牵涉,N1,自動1,感情[かんじょう]が絡[から]むと、事[こと]がややこしくなる。,牵涉到感情，事情会变得复杂。,金[かね]が絡[から]む問題[もんだい]。,牵涉金钱的问题。,酔[よ]って人[ひと]に絡[から]む。,醉酒后缠着别人。,false
11842,N1_1842,駆られる,かられる,受～驱使,N1,自動2,不安[ふあん]に駆[か]られて、つい電話[でんわ]をした。,心里感到不安，不由得打了个电话。,衝動[しょうどう]に駆[か]られる。,这种冲动。,好奇心[こうきしん]に駆[か]られる。,受好奇心驱使。,false
11843,N1_1843,仮に,かりに,假如；姑且，暂时,N1,副,仮[かり]に君[きみ]が俺[おれ]の立場[たちば]だったらどうする？,假如你是我的话会怎么做？,仮[かり]の話[はなし]をする。,说假设的话。,仮[かり]に失敗[しっぱい]しても諦[あきら]めない。,假如失败了也不放弃。,false
11844,N1_1844,Karte,カルテ,病历卡，诊断记录,N1,名,カルテ管理[かんり]を徹底[てってい]する。,严格管理病历卡。,カルテに記入[きにゅう]する。,记入病历卡。,電子[でんし]カルテ。,电子病历。,false
11845,N1_1845,かれこれ,かれこれ,这呀那呀地；差不多,N1,副,帰国[きこく]してかれこれ6年[ろくねん]になる。,回国差不多6年了。,時間[じかん]はかれこれ深夜[しんや]近[ちか]くだ。,时间差不多快深夜了。,かれこれ言[い]う。,说这说那。,false
11846,N1_1846,嗄れる,かれる,声音嘶哑,N1,自動2,声[こえ]が嗄[か]れる。,声音嘶哑。,嗄[か]れた声[こえ]で話[はな]す。,用沙哑的声音说话。,のどが嗄[か]れるまで叫[さけ]ぶ。,喊到喉咙沙哑。,false
11847,N1_1847,涸れる,かれる,干涸；（能力等）枯竭,N1,自動2,想像力[そうぞうりょく]が涸[か]れる。,想象力枯竭。,井戸[いど]が涸[か]れる。,井干涸。,資金[しきん]が涸[か]れる。,资金枯竭。,false
11848,N1_1848,辛うじて,かろうじて,好容易才，勉强,N1,副,辛[かろ]うじて生計[せいけい]を立[た]てていた。,勉强糊口。,辛[かろ]うじて合格[ごうかく]する。,勉强及格。,辛[かろ]うじて間[ま]に合[あ]う。,勉强赶上。,false
11849,N1_1849,軽んじる,かろんじる,轻视；不珍惜,N1,他動2,敵[てき]を軽[かろ]んじてはいけない。,不可轻视敌人。,命[いのち]を軽[かろ]んじる。,不珍惜生命。,法律[ほうりつ]を軽[かろ]んじる。,藐视法律。,false
11850,N1_1850,交わす,かわす,相互,N1,他動1,挨拶[あいさつ]を交[か]わす。,互相打招呼。,握手[あくしゅ]を交[か]わす。,互相握手。,言葉[ことば]を交[か]わす。,交谈。,false
11851,N1_1851,代わる代わる,かわるがわる,交替，轮流,N1,副,代[か]わる代[か]わる意見[いけん]を述[の]べる。,轮流提出自己的意見。,代[か]わる代[か]わる見舞[みま]いに来[く]る。,轮流来探望。,代[か]わる代[か]わる歌[うた]う。,轮流唱歌。,false
11852,N1_1852,眼科,がんか,眼科,N1,名,眼科[がんか]医[い]。,眼科医生。,眼科[がんか]検診[けんしん]。,眼科检查。,眼科[がんか]に行[い]く。,去眼科。,false
11853,N1_1853,かんかん,かんかん,（太阳）火辣辣地；大发雷霆,N1,副,真夏[まなつ]の太陽[たいよう]がかんかん照[て]りつく。,盛夏的阳光火辣辣地照射着。,かんかんになって怒[おこ]っている。,怒气冲天。,炭火[すみび]がかんかんと熾[おこ]る。,炭火烧得旺。,false
11854,N1_1854,がんがん,がんがん,当当（响）；（头）剧痛,N1,副,頭[あたま]ががんがん痛[いた]い。,剧烈头痛。,鐘[かね]をがんがん鳴[な]らす。,钟声敲得当当响。,がんがん食[た]べる。,大吃特吃。,false
11855,N1_1855,勘ぐる,かんぐる,往坏处推测，瞎猜,N1,他動1,裏[うら]の意図[いと]を勘[かん]ぐる。,猜疑背后的真实意图。,人[ひと]の気持[きも]ちを勘[かん]ぐる。,瞎猜别人的心思。,変[へん]に勘[かん]ぐるな。,别瞎猜。,false
11856,N1_1856,完結,かんけつ,完结，结束,N1,名*自動3,連載[れんさい]小説[しょうせつ]が完結[かんけつ]した。,连栽小说结束了。,物語[ものがたり]が完結[かんけつ]する。,故事完结。,事件[じけん]が完結[かんけつ]する。,案件终结。,false
11857,N1_1857,完工,かんこう,完工,N1,名*自動3,トンネルは来月[らいげつ]完工[かんこう]する。,隧道下个月完工。,ビルが完工[かんこう]する。,大楼完工。,完工[かんこう]式[しき]を行[おこな]う。,举行完工仪式。,false
11858,N1_1858,慣行,かんこう,惯例,N1,名,慣行[かんこう]を破[やぶ]る。,打破慣例。,商[しょう]慣行[かんこう]に従[したが]う。,遵循商业惯例。,古[ふる]い慣行[かんこう]。,旧惯例。,false
11859,N1_1859,閑古鳥,かんこどり,郭公鸟,N1,名,閑古鳥[かんこどり]が鳴[な]く。,生意萧条,店[みせ]に閑古鳥[かんこどり]が鳴[な]く。,店里门可罗雀。,客[きゃく]が来[こ]なくて閑古鳥[かんこどり]が鳴[な]いている。,没有客人生意清淡。,false
11860,N1_1860,頑丈,がんじょう,健壮，坚固，结实,N1,ナ形,頑丈[がんじょう]に作[つく]られたおもちゃ,做得结实的玩具,頑丈[がんじょう]な体[からだ]。,健壮的身体。,門[もん]を頑丈[がんじょう]にする。,把门做得坚固。,false
11861,N1_1861,感触,かんしょく,感觉，感触,N1,名,感触[かんしょく]の柔[やわ]らかい生地[きじ],摸上去很柔和的面料,成功[せいこう]しそうな感触[かんしょく]を得[え]る。,感到似乎能成功。,手[て]に感触[かんしょく]が残[のこ]る。,手里留有感觉。,false
11862,N1_1862,肝心,かんじん,特別重要，紧要,N1,名*ナ形,何事[なにごと]も続[つづ]けることが肝心[かんじん]だ。,不管是什么事情，重要的是坚持。,肝心[かんじん]な点[てん]を見落[みお]とす。,忽略了重要的一点。,肝心[かんじん]かなめの話[はなし]。,最关键的话。,false
11863,N1_1863,感性,かんせい,感受性,N1,名,感性[かんせい]が豊[ゆた]かだ。,感受性丰富。,鋭[するど]い感性[かんせい]を持[も]つ。,拥有敏锐的感受性。,芸術的[げいじゅつてき]な感性[かんせい]。,艺术的感性。,false
11864,N1_1864,閑静,かんせい,清净，幽静,N1,名*ナ形,閑静[かんせい]な公園[こうえん],幽静的公园,閑静[かんせい]な住宅街[じゅうたくがい]。,幽静的住宅区。,閑静[かんせい]な環境[かんきょう]。,幽静的环境。,false
11865,N1_1865,簡素,かんそ,简朴,N1,名*ナ形,簡素[かんそ]な暮[く]らしをする。,过着简朴的生活。,簡素[かんそ]な食事[しょくじ]。,简朴的饭菜。,手続[てつづ]きを簡素[かんそ]にする。,简化手续。,false
11866,N1_1866,完走,かんそう,跑完全程,N1,名*自他動3,マラソンで完走[かんそう]する。,跑完马拉松全程。,レースを完走[かんそう]する。,跑完比赛。,無事[ぶじ]に完走[かんそう]した。,平安跑完全程。,false
11867,N1_1867,勘当,かんどう,断绝父子、师徒关系,N1,名*他動3,息子[むすこ]を勘当[かんどう]する。,与儿子断绝关系。,親[おや]から勘当[かんどう]される。,被父母断绝关系。,勘当[かんどう]を解[と]く。,解除断绝关系。,false
11868,N1_1868,cunning,カンニング,考试作弊,N1,名*自動3,カンニングしているところを先生[せんせい]に見[み]つかった。,作弊时被老师发现了。,カンニングペーパーを作[つく]る。,做小抄。,試験[しけん]でカンニングする。,考试作弊。,false
11869,N1_1869,芳しい,かんばしい,芳香；优秀，出色,N1,イ形,成績[せいせき]が芳[かんば]しくない。,成绩并不出色。,芳[かんば]しい香[かお]り。,芳香的气味。,評判[ひょうばん]は芳[かんば]しくない。,名声不太好。,false
11870,N1_1870,甲板,かんぱん,甲板,N1,名,甲板[かんぱん]に出[で]る。,到甲板上去。,甲板[かんぱん]を掃除[そうじ]する。,打扫甲板。,船[ふね]の甲板[かんぱん]。,船的甲板。,false
11871,N1_1871,完璧,かんぺき,完美,N1,名*ナ形,完璧[かんぺき]な演奏[えんそう],完美的演奏,準備[じゅんび]は完璧[かんぺき]だ。,准备得很完美。,完璧[かんぺき]に仕上[しあ]げる。,完美地完成。,false
11872,N1_1872,漢方薬,かんぽうやく,中药,N1,名,漢方薬[かんぽうやく]を服用[ふくよう]する。,服用中药。,漢方薬[かんぽうやく]は副作用[ふくさよう]が少[すく]ない。,中药的副作用小。,漢方薬[かんぽうやく]を煎[せん]じる。,熬中药。,false
11873,N1_1873,関与,かんよ,参与，涉嫌,N1,名*自動3,汚職[おしょく]事件[じけん]に関与[かんよ]する。,涉嫌贪污。,経営[けいえい]に関与[かんよ]する。,参与经营。,積極的[せっきょくてき]に関与[かんよ]する。,积极参与。,false
11874,N1_1874,寛容,かんよう,宽容，宽宏大量,N1,名*ナ形,寛容[かんよう]な態度[たいど],宽容的态度,寛容[かんよう]な精神[せいしん]。,宽容的精神。,相手[あいて]に寛容[かんよう]になる。,对对方宽容。,false
11875,N1_1875,陥落,かんらく,塌陷；被攻下；被说服,N1,名*自動3,城[しろ]が陥落[かんらく]した。,城池被攻下。,地面[じめん]が陥落[かんらく]する。,地面塌陷。,彼[かれ]もついに陥落[かんらく]した。,他也终于被说服了。,false
11876,N1_1876,簡略,かんりゃく,简略，简单,N1,名*ナ形,簡略[かんりゃく]に述[の]べる。,简单叙述。,手続[てつづ]きを簡略[かんりゃく]にする。,简化手续。,簡略[かんりゃく]化[か]する。,简化。,false
11877,N1_1877,貫禄,かんろく,威严，气派,N1,名,社長[しゃちょう]の貫禄[かんろく]を見[み]せる。,显示社长的成严。,貫禄[かんろく]がついた。,有了威严。,貫禄[かんろく]勝[が]ちする。,凭威严取胜。,false
11878,N1_1878,緩和,かんわ,缓和，缓解,N1,名*自他動3,規制[きせい]を緩和[かんわ]する。,放宽规定。,緊張[きんちょう]を緩和[かんわ]する。,緩和紧张的气氛。,痛[いた]みを緩和[かんわ]する。,缓解疼痛。,false
11879,N1_1879,gear,ギア,齿轮，（车）挡位,N1,名,ギアチェンジ,换挡,ギアを入[い]れる。,挂挡。,トップギアで走[はし]る。,挂最高挡跑。,false
11880,N1_1880,気合,きあい,气势；精神，注意力,N1,名,気合[きあい]を込[こ]める。,集中精力。,気合[きあい]を入[い]れる。,振作精神，鼓起干劲。,気合[きあい]が足[た]りない。,干劲不足。,false
11881,N1_1881,着飾る,きかざる,盛装打扮,N1,他動1,きれいに着飾[きかざ]って出[で]かける。,盛装打扮地出去。,パーティーのために着飾[きかざ]る。,为了派对盛装打扮。,娘[むすめ]を着飾[きかざ]らせる。,把女儿打扮得漂漂亮亮。,false
11882,N1_1882,戯曲,ぎきょく,剧本,N1,名,戯曲[ぎきょく]を書[か]く。,写剧本。,シェイクスピアの戯曲[ぎきょく]。,莎士比亚的剧本。,戯曲[ぎきょく]を上演[じょうえん]する。,上演剧本。,false
11883,N1_1883,基金,ききん,基金,N1,名,基金[ききん]を集[あつ]める。,筹集基金。,国際[こくさい]交流[こうりゅう]基金[ききん]。,国际交流基金。,基金[ききん]を設立[せつりつ]する。,设立基金。,false
11884,N1_1884,飢饉,ききん,饥荒；不足，缺乏,N1,名,水[みず]飢饉[ききん]。,缺水。,大[だい]飢饉[ききん]が起[お]こる。,发生大饥荒。,紙[かみ]飢饉[ききん]。,纸张缺乏。,false
11885,N1_1885,木耳,きくらげ,木耳,N1,名,中華[ちゅうか]料理[りょうり]に木耳[きくらげ]を入[い]れる。,在中华料理中放入木耳。,乾燥[かんそう]木耳[きくらげ]を戻[もど]す。,泡发干木耳。,木耳[きくらげ]の食感[しょっかん]。,木耳的口感。,false
11886,N1_1886,棄権,きけん,弃权,N1,名*他動3,試合[しあい]の直前[ちょくぜん]に棄権[きけん]する。,就在比赛前弃权。,権利[けんり]を棄権[きけん]する。,放弃权利。,マラソンを途中[とちゅう]で棄権[きけん]した。,马拉松中途弃权了。,false
11887,N1_1887,機構,きこう,机构，组织,N1,名,教育[きょういく]機構[きこう],教育机构,複雑[ふくざつ]な機構[きこう]。,复杂的机构。,行政[ぎょうせい]機構[きこう]。,行政机构。,false
11888,N1_1888,気心,きごころ,心情，脾气,N1,名,気心[きごころ]が通[つう]じる。,意气相投。,気心[きごころ]の知[し]れた人[ひと]。,知己。,気心[きごころ]を知[し]る。,知心。,false
11889,N1_1889,ぎこちない,ぎこちない,笨拙；生硬，不通顺,N1,イ形,ぎこちない発音[はつおん],生硬的发音,動[うご]きがぎこちない。,动作笨拙。,ぎこちない態度[たいど]をとる。,态度生硬。,false
11890,N1_1890,兆し,きざし,预兆，兆头,N1,名,景気[けいき]回復[かいふく]の兆[きざ]しが見[み]えない。,看不到经济复苏的迹象。,春[はる]の兆[きざ]し。,春天的预兆。,良[よ]い兆[きざ]し。,好兆头。,false
11891,N1_1891,議事堂,ぎじどう,议亊堂,N1,名,国会[こっかい]議事堂[ぎじどう],国会议事堂,議事堂[ぎじどう]を見学[けんがく]する。,参观议事堂。,議事堂[ぎじどう]の前[まえ]でデモを行[おこな]う。,在议事堂前游行。,false
11892,N1_1892,軋む,きしむ,摩擦（嘎吱嘎吱作响）,N1,自動1,床板[ゆかいた]が軋[きし]む。,地板吱嘎吱嘎作响。,戸[と]が軋[きし]む。,门吱嘎作响。,人間[にんげん]関係[かんけい]が軋[きし]む。,人际关系产生摩擦。,false
11893,N1_1893,機種,きしゅ,机种，种类,N1,名,新[しん]機種[きしゅ]を発売[はつばい]する。,出售新机型。,機種[きしゅ]変更[へんこう]。,机型变更。,最新[さいしん]機種[きしゅ]。,最新机型。,false
11894,N1_1894,記述,きじゅつ,记述,N1,名*他動3,会議[かいぎ]の内容[ないよう]を記述[きじゅつ]する。,记述会议内容。,事実[じじつ]に基[もと]づいて記述[きじゅつ]する。,基于事实进行记述。,詳細[しょうさい]な記述[きじゅつ]。,详细的记述。,false
11895,N1_1895,既成,きせい,既成,N1,名,既成[きせい]の事実[じじつ],既成的事实,既成[きせい]概念[がいねん]にとらわれない。,不受既成概念的束缚。,既成[きせい]服[ふく]。,成衣。,false
11896,N1_1896,競う,きそう,竞争,N1,自他動1,技術[ぎじゅつ]で他国[たこく]と競[きそ]う。,凭技术和其他国家竞争。,腕[うで]を競[きそ]う。,比试本领。,美[び]を競[きそ]う。,竞美。,false
11897,N1_1897,鍛える,きたえる,锤炼，锻炼,N1,他動2,意志[いし]を鍛[きた]える。,锻炼意志。,体[からだ]を鍛[きた]える。,锻炼身体。,精神[せいしん]を鍛[きた]える。,锻炼精神。,false
11898,N1_1898,几帳面,きちょうめん,认真，ー丝不苟,N1,ナ形,几帳面[きちょうめん]な性格[せいかく],做事ー丝不苟的性格,時間[じかん]に几帳面[きちょうめん]だ。,严守时间。,几帳面[きちょうめん]にノートをとる。,一丝不苟地记笔记。,false
11899,N1_1899,気遣う,きづかう,担心，挂念,N1,他動1,安否[あんぴ]を気遣[きづか]う。,挂是否平安。,体[からだ]を気遣[きづか]う。,担心身体。,相手[あいて]を気遣[きづか]う言葉[ことば]。,关怀对方的话语。,false
11900,N1_1900,きっかり,きっかり,整，正好,N1,副,9時[くじ]きっかりに現[あらわ]れる。,正好九点出现。,きっかり半分[はんぶん]に分[わ]ける。,正好平分。,きっかり1万[いちまん]円[えん]。,正好一万日元。,false
11901,N1_1901,きっちり,きっちり,紧紧，没有空隙；正好，正合适,N1,副,蓋[ふた]をきっちり閉[し]める。,把盖子盖紧。,きっちり10時[じ]に店[みせ]が開[あ]く。,店十点整开门。,会費[かいひ]をきっちり払[はら]う。,正好付清会费。,false
11902,N1_1902,きっぱり,きっぱり,断然，干脆,N1,副,きっぱりと断[ことわ]る。,断然拒絶。,きっぱり諦[あきら]める。,彻底死心。,態度[たいど]をきっぱりする。,态度果断。,false
11903,N1_1903,規定,きてい,规定，规章,N1,名*他動3,規定[きてい]に反[はん]する。,违反规定。,法律[ほうりつ]で規定[きてい]する。,由法律规定。,細[こま]かい規定[きてい]。,详细的规定。,false
11904,N1_1904,気取る,きどる,装腔作势；假装,N1,自動1,気取[きど]った様子[ようす]がない。,没有摆架子。,金持[かねも]ちを気取[きど]る。,装大款。,芸術家[げいじゅつか]を気取[きど]る。,自诩为艺术家。,false
11905,N1_1905,ギフト券,ギフトけん,礼品券,N1,名,ギフト券[けん]を贈[おく]る。,赠送礼品券。,ギフト券[けん]を使[つか]う。,使用礼品券。,商品[しょうひん]とギフト券[けん]を交換[こうかん]する。,用礼品券兑换商品。,false
11906,N1_1906,気まぐれ,きまぐれ,反复无常；没准脾气,N1,名*ナ形,気[き]まぐれな秋[あき]の天気[てんき],多变的秋天的天气,気[き]まぐれな人[ひと],反复无常的人,気[き]まぐれに行動[こうどう]する。,随心所欲地行动。,false
11907,N1_1907,生真面目,きまじめ,过于认真，一本正经,N1,名*ナ形,生真面目[きまじめ]な顔[かお]で冗談[じょうだん]を言[い]う。,ー本正经地开玩笑。,根[ね]が生真面目[きまじめ]だ。,本性特别认真。,生真面目[きまじめ]に働[はたら]く。,极其认真地工作。,false
11908,N1_1908,決まって,きまって,ー定，总是,N1,副,雨[あめ]の日[ひ]は、決[き]まって遅[おく]れてくる学生[がくせい]がいる。,ー到雨天，总有学生迟到,彼[かれ]は毎晩[まいばん]決[き]まって晩酌[ばんしゃく]をする。,他每晚一定要喝晚酌。,休日[きゅうじつ]は決[き]まって図書館[としょかん]に行[い]く。,每逢休息日一定要去图书馆。,false
11909,N1_1909,決まり悪い,きまりわるい,难为情，不好意思,N1,イ形,彼[かれ]は決[き]まり悪[わる]そうに頭[あたま]を搔[か]きながら入[はい]ってきた。,他难为情似地挠着头进来了。,褒[ほ]められて決[き]まり悪[わる]い。,被表扬了很不好意思。,決[き]まり悪[わる]い思[おも]いをする。,感到难为情。,false
11910,N1_1910,気難しい,きむずかしい,难以取悦的，挑剔的,N1,イ形,気難[きむずか]しい人[ひと],挑剔的人,気難[きむずか]しい問題[もんだい]。,棘手的问题。,年[とし]をとって気難[きむずか]しくなる。,年纪大了变得难伺候。,false
11911,N1_1911,記名,きめい,记名，写上姓名,N1,名*自動3,記名[きめい]投票[とうひょう],记名投票,用紙[ようし]に記名[きめい]する。,在纸上记名。,無[む]記名[きめい]。,不记名。,false
